preRotation0																																		
2900转速																																		
效率	0.668363445	0.690651353	0.708831395	0.723812239	0.736261134	0.746676169	0.755434229	0.762823822	0.76906804	0.774340911	0.778779209	0.782491098	0.785562518	0.788061967	0.790033576	0.791440663	0.792406129	0.792861148	0.792854229	0.792488269	0.791771525	0.790708901	0.789302319	0.787551006	0.785451704	0.782998821	0.780184534	0.776998838	0.773429564	0.769462356	0.765080617	0.760265413	0.754995353	0.74924643
压比	1.310635413	1.317187397	1.321576572	1.32428793	1.32567785	1.32601254	1.32549364	1.32427579	1.322478933	1.320197075	1.317504611	1.314460954	1.311113953	1.307502456	1.303654101	1.299564222	1.295289793	1.290813003	1.286160948	1.281379257	1.276477338	1.271463221	1.266343791	1.261124969	1.255811873	1.250408932	1.244919997	1.239348421	1.233697132	1.22796869	1.222165339	1.216289045	1.210341536	1.204324328
5600转速																																		
流量	100	115	130	145	160	175	190	205	220	235	250	265	280	295	310	325	340	355	370	385	400	415	430	445	460	475	490	505	520	535	550	565	580	595
效率	0.64007185	0.664075707	0.684024699	0.700772513	0.714943885	0.72701649	0.73736045	0.746265709	0.75396155	0.760630796	0.766420302	0.771448807	0.775812876	0.779591436	0.78284927	0.785639734	0.788006875	0.789987104	0.791585404	0.792791179	0.793683652	0.794171796	0.794339728	0.794249525	0.793907389	0.793317674	0.792483077	0.791404791	0.790082625	0.788515102	0.786699529	0.784632049	0.782307676	0.779720313
压比	1.412949455	1.424352526	1.432807082	1.438933807	1.443191789	1.445932515	1.447428593	1.447893781	1.447497319	1.44637438	1.444633806	1.442363907	1.439636844	1.436511977	1.433038451	1.429257193	1.425202488	1.420903204	1.416370205	1.411605912	1.406660327	1.401492815	1.396155021	1.390685063	1.385091478	1.379381715	1.373562297	1.367638954	1.36161673	1.355500078	1.349292938	1.342998805	1.336620782	1.330161633
6400转速																																		
流量	100	115	130	145	160	175	190	205	220	235	250	265	280	295	310	325	340	355	370	385	400	415	430	445	460	475	490	505	520	535	550	565	580	595
效率	0.613790383	0.638893415	0.660089213	0.678150556	0.693651217	0.707037369	0.718660959	0.728802715	0.737688609	0.745501976	0.752392586	0.758483553	0.76387665	0.768656431	0.772893473	0.776646923	0.779966532	0.782894276	0.785465661	0.787710781	0.78965517	0.791320511	0.792699235	0.793785168	0.794637934	0.795150565	0.795438247	0.795532182	0.795437123	0.795156721	0.794693631	0.7940496	0.793225538	0.792221582
压比	1.525838371	1.543120378	1.556638487	1.567132909	1.575159285	1.581150867	1.585450069	1.588330397	1.590012272	1.590674724	1.590464196	1.589501254	1.587885767	1.585700933	1.583016439	1.579890953	1.576374113	1.572508109	1.568328962	1.563867556	1.559150482	1.554200718	1.549019607	1.543609734	1.538019925	1.532181883	1.526182593	1.520048576	1.513787696	1.507406936	1.500912508	1.494309955	1.487604231	1.480799776
